Date,District,Confirmed,Recovered,Deceased
02-Aug-20,Thiruvananthapuram,5128,1662,14
02-Aug-20,Thrissur,1591,1064,9
02-Aug-20,Wayanad,690,334,1
03-Aug-20,Alappuzha,1930,1152,6
03-Aug-20,Ernakulam,2158,1155,12
03-Aug-20,Idukki,886,551,2
03-Aug-20,Kannur,1443,1023,8
03-Aug-20,Kasaragod,1975,1105,6
03-Aug-20,Kollam,1907,1300,6
03-Aug-20,Kottayam,1349,793,1
03-Aug-20,Kozhikode,1642,913,8
03-Aug-20,Malappuram,2411,1435,8
03-Aug-20,Palakkad,1855,1419,2
03-Aug-20,Pathanamthitta,1588,1063,1
03-Aug-20,Thiruvananthapuram,5333,1915,15
03-Aug-20,Thrissur,1676,1116,9
03-Aug-20,Wayanad,721,342,1
04-Aug-20,Alappuzha,2056,1207,6
04-Aug-20,Ernakulam,2293,1204,13
04-Aug-20,Idukki,886,577,2
04-Aug-20,Kannur,1480,1126,8
04-Aug-20,Kasaragod,2066,1130,6
04-Aug-20,Kollam,1937,1336,6
04-Aug-20,Kottayam,1372,900,1
04-Aug-20,Kozhikode,1739,957,9
04-Aug-20,Malappuram,2542,1529,8
04-Aug-20,Palakkad,1905,1475,2
04-Aug-20,Pathanamthitta,1620,1125,1
04-Aug-20,Thiruvananthapuram,5575,2225,16
04-Aug-20,Thrissur,1748,1161,9
04-Aug-20,Wayanad,738,351,1
05-Aug-20,Alappuzha,2164,1267,6
05-Aug-20,Ernakulam,2413,1239,14
05-Aug-20,Idukki,925,635,2
05-Aug-20,Kannur,1541,1179,9
05-Aug-20,Kasaragod,2194,1235,7
05-Aug-20,Kollam,1967,1385,7
05-Aug-20,Kottayam,1423,947,1
05-Aug-20,Kozhikode,1778,1029,12
05-Aug-20,Malappuram,2709,1606,8
05-Aug-20,Palakkad,1946,1488,2
05-Aug-20,Pathanamthitta,1657,1171,1
05-Aug-20,Thiruvananthapuram,5849,2753,16
05-Aug-20,Thrissur,1834,1212,9
05-Aug-20,Wayanad,752,391,1
06-Aug-20,Alappuzha,2263,1297,6
06-Aug-20,Ernakulam,2486,1385,14
06-Aug-20,Idukki,983,655,2
06-Aug-20,Kannur,1574,1197,9
06-Aug-20,Kasaragod,2347,1296,9
06-Aug-20,Kollam,1998,1434,7
06-Aug-20,Kottayam,1463,1001,1
06-Aug-20,Kozhikode,1952,1045,12
06-Aug-20,Malappuram,2838,1720,8
06-Aug-20,Palakkad,2082,1529,2
06-Aug-20,Pathanamthitta,1690,1217,1
06-Aug-20,Thiruvananthapuram,6068,2890,17
06-Aug-20,Thrissur,1908,1260,9
06-Aug-20,Wayanad,798,411,1
07-Aug-20,Alappuzha,2324,1367,6
07-Aug-20,Ernakulam,2568,1414,15
07-Aug-20,Idukki,1006,712,2
07-Aug-20,Kannur,1587,1226,10
07-Aug-20,Kasaragod,2515,1419,10
07-Aug-20,Kollam,2034,1466,7
07-Aug-20,Kottayam,1500,1072,1
07-Aug-20,Kozhikode,2101,1081,12
07-Aug-20,Malappuram,2981,1760,9
07-Aug-20,Palakkad,2205,1562,2
07-Aug-20,Pathanamthitta,1729,1267,1
07-Aug-20,Thiruvananthapuram,6357,3040,18
07-Aug-20,Thrissur,1941,1320,9
07-Aug-20,Wayanad,853,445,1
08-Aug-20,Alappuzha,2493,1467,7
08-Aug-20,Ernakulam,2669,1476,15
08-Aug-20,Idukki,1047,731,2
08-Aug-20,Kannur,1644,1273,10
08-Aug-20,Kasaragod,2588,1452,11
08-Aug-20,Kollam,2075,1557,8
08-Aug-20,Kottayam,1515,1132,1
08-Aug-20,Kozhikode,2274,1191,13
08-Aug-20,Malappuram,3095,1925,9
08-Aug-20,Palakkad,2244,1608,2
08-Aug-20,Pathanamthitta,1767,1345,1
08-Aug-20,Thiruvananthapuram,6842,3817,18
08-Aug-20,Thrissur,2005,1392,9
08-Aug-20,Wayanad,863,500,1
09-Aug-20,Alappuzha,2603,1502,7
09-Aug-20,Ernakulam,2723,1614,16
09-Aug-20,Idukki,1064,762,2
09-Aug-20,Kannur,1685,1284,10
09-Aug-20,Kasaragod,2644,1567,12
09-Aug-20,Kollam,2181,1600,8
09-Aug-20,Kottayam,1654,1188,1
09-Aug-20,Kozhikode,2343,1221,13
09-Aug-20,Malappuram,3265,2034,9
09-Aug-20,Palakkad,2322,1688,2
09-Aug-20,Pathanamthitta,1797,1461,1
09-Aug-20,Thiruvananthapuram,7134,3918,18
09-Aug-20,Thrissur,2029,1449,9
09-Aug-20,Wayanad,888,548,1
10-Aug-20,Alappuzha,2633,1527,7
10-Aug-20,Ernakulam,2824,1661,17
10-Aug-20,Idukki,1082,771,2
10-Aug-20,Kannur,1748,1316,10
10-Aug-20,Kasaragod,2790,1578,13
10-Aug-20,Kollam,2222,1637,9
10-Aug-20,Kottayam,1694,1243,1
10-Aug-20,Kozhikode,2409,1292,14
10-Aug-20,Malappuram,3520,2087,10
10-Aug-20,Palakkad,2469,1790,2
10-Aug-20,Pathanamthitta,1801,1522,1
10-Aug-20,Thiruvananthapuram,7334,4098,19
10-Aug-20,Thrissur,2069,1509,9
10-Aug-20,Wayanad,921,589,2
11-Aug-20,Alappuzha,2779,1597,7
11-Aug-20,Ernakulam,2957,1731,18
11-Aug-20,Idukki,1086,839,2
11-Aug-20,Kannur,1778,1343,11
11-Aug-20,Kasaragod,2937,1844,13
11-Aug-20,Kollam,2247,1669,9
11-Aug-20,Kottayam,1718,1290,1
11-Aug-20,Kozhikode,2567,1395,14
11-Aug-20,Malappuram,3762,2138,10
11-Aug-20,Palakkad,2610,1830,2
11-Aug-20,Pathanamthitta,1821,1563,1
11-Aug-20,Thiruvananthapuram,7631,4596,22
11-Aug-20,Thrissur,2101,1574,9
11-Aug-20,Wayanad,939,637,2
12-Aug-20,Alappuzha,2897,1657,7
12-Aug-20,Ernakulam,3078,1782,19
12-Aug-20,Idukki,1128,864,3
12-Aug-20,Kannur,1809,1407,11
12-Aug-20,Kasaragod,3005,1883,15
12-Aug-20,Kollam,2252,1696,9
12-Aug-20,Kottayam,1794,1313,2
12-Aug-20,Kozhikode,2660,1517,14
12-Aug-20,Malappuram,4023,2245,10
12-Aug-20,Palakkad,2691,1916,2
12-Aug-20,Pathanamthitta,1840,1589,1
12-Aug-20,Thiruvananthapuram,7897,4776,23
12-Aug-20,Thrissur,2120,1629,9
12-Aug-20,Wayanad,951,652,2
13-Aug-20,Alappuzha,2969,1727,7
13-Aug-20,Ernakulam,3193,1891,19
13-Aug-20,Idukki,1159,886,3
13-Aug-20,Kannur,1836,1432,11
13-Aug-20,Kasaragod,3084,1911,15
13-Aug-20,Kollam,2326,1769,9
13-Aug-20,Kottayam,1847,1330,2
13-Aug-20,Kozhikode,2758,1529,15
13-Aug-20,Malappuram,4225,2306,11
13-Aug-20,Palakkad,2893,1983,2
13-Aug-20,Pathanamthitta,1915,1597,1
13-Aug-20,Thiruvananthapuram,8331,4973,24
13-Aug-20,Thrissur,2195,1676,9
13-Aug-20,Wayanad,978,682,2
14-Aug-20,Alappuzha,3082,1793,7
14-Aug-20,Ernakulam,3307,1978,21
14-Aug-20,Idukki,1217,894,3
14-Aug-20,Kannur,1931,1507,11
14-Aug-20,Kasaragod,3133,1962,15
14-Aug-20,Kollam,2401,1795,9
14-Aug-20,Kottayam,1948,1378,2
14-Aug-20,Kozhikode,2857,1640,15
14-Aug-20,Malappuram,4423,2730,12
14-Aug-20,Palakkad,3073,2074,2
14-Aug-20,Pathanamthitta,1955,1629,1
14-Aug-20,Thiruvananthapuram,8641,5172,30
14-Aug-20,Thrissur,2275,1729,10
14-Aug-20,Wayanad,1035,715,2
15-Aug-20,Alappuzha,3200,1873,7
15-Aug-20,Ernakulam,3413,2102,23
15-Aug-20,Idukki,1248,933,3
15-Aug-20,Kannur,1983,1539,11
15-Aug-20,Kasaragod,3214,1965,16
15-Aug-20,Kollam,2492,1837,10
15-Aug-20,Kottayam,1987,1423,2
15-Aug-20,Kozhikode,3008,1696,15
15-Aug-20,Malappuram,4785,2730,12
15-Aug-20,Palakkad,3147,2166,2
15-Aug-20,Pathanamthitta,2004,1666,1
15-Aug-20,Thiruvananthapuram,8962,5342,33
15-Aug-20,Thrissur,2360,1792,10
15-Aug-20,Wayanad,1083,735,2
16-Aug-20,Alappuzha,3286,1903,7
16-Aug-20,Ernakulam,3536,2222,25
16-Aug-20,Idukki,1278,972,3
16-Aug-20,Kannur,2035,1559,16
16-Aug-20,Kasaragod,3262,2168,16
16-Aug-20,Kollam,2573,1892,11
16-Aug-20,Kottayam,2087,1484,2
16-Aug-20,Kozhikode,3126,1739,15
16-Aug-20,Malappuram,5006,2812,12
16-Aug-20,Palakkad,3176,2273,2
16-Aug-20,Pathanamthitta,2048,1690,2
16-Aug-20,Thiruvananthapuram,9481,5532,34
16-Aug-20,Thrissur,2390,1856,10
16-Aug-20,Wayanad,1132,796,2
17-Aug-20,Alappuzha,3425,2013,9
17-Aug-20,Ernakulam,3665,2285,25
17-Aug-20,Idukki,1301,987,3
17-Aug-20,Kannur,2112,1581,17
17-Aug-20,Kasaragod,3359,2338,21
17-Aug-20,Kollam,2621,1981,11
17-Aug-20,Kottayam,2176,1530,2
17-Aug-20,Kozhikode,3172,1815,16
17-Aug-20,Malappuram,5312,2942,13
17-Aug-20,Palakkad,3313,2326,2
17-Aug-20,Pathanamthitta,2050,1722,2
17-Aug-20,Thiruvananthapuram,9942,5802,37
17-Aug-20,Thrissur,2546,1898,10
17-Aug-20,Wayanad,1147,809,2
18-Aug-20,Alappuzha,3551,2078,9
18-Aug-20,Ernakulam,3857,2349,25
18-Aug-20,Idukki,1306,1046,3
18-Aug-20,Kannur,2235,1642,17
18-Aug-20,Kasaragod,3401,2463,21
18-Aug-20,Kollam,2709,2035,11
18-Aug-20,Kottayam,2269,1578,2
18-Aug-20,Kozhikode,3319,2010,18
18-Aug-20,Malappuram,5554,3136,13
18-Aug-20,Palakkad,3364,2408,3
18-Aug-20,Pathanamthitta,2115,1751,2
18-Aug-20,Thiruvananthapuram,10431,6112,39
18-Aug-20,Thrissur,2594,1931,10
18-Aug-20,Wayanad,1194,855,3
19-Aug-20,Alappuzha,3804,2143,9
19-Aug-20,Ernakulam,4087,2450,28
19-Aug-20,Idukki,1370,1051,3
19-Aug-20,Kannur,2361,1690,17
19-Aug-20,Kasaragod,3575,2544,21
19-Aug-20,Kollam,2786,2076,12
19-Aug-20,Kottayam,2472,1632,2
19-Aug-20,Kozhikode,3397,2184,18
19-Aug-20,Malappuram,5876,3399,13
19-Aug-20,Palakkad,3429,2511,3
19-Aug-20,Pathanamthitta,2202,1769,3
19-Aug-20,Thiruvananthapuram,10971,6336,41
19-Aug-20,Thrissur,2691,1959,10
19-Aug-20,Wayanad,1211,867,3
20-Aug-20,Alappuzha,4002,2218,9
20-Aug-20,Ernakulam,4237,2571,28
20-Aug-20,Idukki,1405,1060,3
20-Aug-20,Kannur,2439,1725,17
20-Aug-20,Kasaragod,3666,2698,21
20-Aug-20,Kollam,2872,2106,12
20-Aug-20,Kottayam,2596,1661,2
20-Aug-20,Kozhikode,3527,2441,19
20-Aug-20,Malappuram,6232,3507,13
20-Aug-20,Palakkad,3494,2602,3
20-Aug-20,Pathanamthitta,2321,1788,3
20-Aug-20,Thiruvananthapuram,11400,6566,49
20-Aug-20,Thrissur,2763,1994,10
20-Aug-20,Wayanad,1246,891,3
21-Aug-20,Alappuzha,4157,2285,10
21-Aug-20,Ernakulam,4402,2660,29
21-Aug-20,Idukki,1439,1078,3
21-Aug-20,Kannur,2517,1769,18
21-Aug-20,Kasaragod,3771,2732,21
21-Aug-20,Kollam,2954,2160,12
21-Aug-20,Kottayam,2732,1754,2
21-Aug-20,Kozhikode,3685,2604,24
21-Aug-20,Malappuram,6567,3826,17
21-Aug-20,Palakkad,3577,2746,3
21-Aug-20,Pathanamthitta,2399,1825,3
21-Aug-20,Thiruvananthapuram,11829,6824,49
21-Aug-20,Thrissur,2882,2049,10
21-Aug-20,Wayanad,1272,935,3
22-Aug-20,Alappuzha,4244,2410,10
22-Aug-20,Ernakulam,4516,2758,31
22-Aug-20,Idukki,1476,1124,3
22-Aug-20,Kannur,2579,1825,19
22-Aug-20,Kasaragod,3890,2772,21
22-Aug-20,Kollam,3031,2225,12
22-Aug-20,Kottayam,2836,1846,2
22-Aug-20,Kozhikode,3917,2624,24
22-Aug-20,Malappuram,6962,4066,18
22-Aug-20,Palakkad,3761,2835,3
22-Aug-20,Pathanamthitta,2492,1854,3
22-Aug-20,Thiruvananthapuram,12293,7114,58
22-Aug-20,Thrissur,3061,2099,12
22-Aug-20,Wayanad,1297,987,3
23-Aug-20,Alappuzha,4485,2463,11
23-Aug-20,Ernakulam,4716,2929,31
23-Aug-20,Idukki,1505,1143,3
23-Aug-20,Kannur,2722,1913,19
23-Aug-20,Kasaragod,3975,2816,21
23-Aug-20,Kollam,3164,2247,13
23-Aug-20,Kottayam,2942,1918,2
23-Aug-20,Kozhikode,4036,2636,25
23-Aug-20,Malappuram,7148,4166,18
23-Aug-20,Palakkad,3800,3085,3
23-Aug-20,Pathanamthitta,2596,1899,3
23-Aug-20,Thiruvananthapuram,12690,7239,60
23-Aug-20,Thrissur,3177,2169,12
23-Aug-20,Wayanad,1307,1026,3
24-Aug-20,Alappuzha,4545,2613,11
24-Aug-20,Ernakulam,4881,3071,32
24-Aug-20,Idukki,1524,1191,3
24-Aug-20,Kannur,2798,1958,19
24-Aug-20,Kasaragod,4093,2899,24
24-Aug-20,Kollam,3276,2300,15
24-Aug-20,Kottayam,3031,1981,3
24-Aug-20,Kozhikode,4117,2766,25
24-Aug-20,Malappuram,7317,4282,19
24-Aug-20,Palakkad,3899,3205,3
24-Aug-20,Pathanamthitta,2602,1930,3
24-Aug-20,Thiruvananthapuram,12872,7409,63
24-Aug-20,Thrissur,3223,2231,12
24-Aug-20,Wayanad,1327,1051,3
25-Aug-20,Alappuzha,4715,2673,13
25-Aug-20,Ernakulam,5044,3156,32
25-Aug-20,Idukki,1530,1228,3
25-Aug-20,Kannur,2948,2057,19
25-Aug-20,Kasaragod,4192,2994,24
25-Aug-20,Kollam,3363,2357,17
25-Aug-20,Kottayam,3117,2048,3
25-Aug-20,Kozhikode,4377,2906,26
25-Aug-20,Malappuram,7771,4522,21
25-Aug-20,Palakkad,4051,3324,3
25-Aug-20,Pathanamthitta,2695,1962,3
25-Aug-20,Thiruvananthapuram,13263,7712,65
25-Aug-20,Thrissur,3450,2321,12
25-Aug-20,Wayanad,1364,1083,4
26-Aug-20,Alappuzha,4908,2768,13
26-Aug-20,Ernakulam,5237,3347,32
26-Aug-20,Idukki,1593,1241,3
26-Aug-20,Kannur,3076,2106,20
26-Aug-20,Kasaragod,4293,3034,24
26-Aug-20,Kollam,3496,2415,17
26-Aug-20,Kottayam,3254,2107,3
26-Aug-20,Kozhikode,4592,3056,26
26-Aug-20,Malappuram,8123,4776,21
26-Aug-20,Palakkad,4137,3390,3
26-Aug-20,Pathanamthitta,2875,2005,3
26-Aug-20,Thiruvananthapuram,13724,7913,77
26-Aug-20,Thrissur,3654,2421,12
26-Aug-20,Wayanad,1394,1115,4
27-Aug-20,Alappuzha,5080,2898,14
27-Aug-20,Ernakulam,5377,3437,32
27-Aug-20,Idukki,1620,1269,3
27-Aug-20,Kannur,3178,2225,23
27-Aug-20,Kasaragod,4524,3118,24
27-Aug-20,Kollam,3672,2474,17
27-Aug-20,Kottayam,3443,2181,3
27-Aug-20,Kozhikode,4830,3146,27
27-Aug-20,Malappuram,8353,5314,21
27-Aug-20,Palakkad,4332,3446,3
27-Aug-20,Pathanamthitta,3042,2042,3
27-Aug-20,Thiruvananthapuram,14076,8536,81
27-Aug-20,Thrissur,3816,2516,13
27-Aug-20,Wayanad,1419,1159,4
28-Aug-20,Alappuzha,5366,3048,14
28-Aug-20,Ernakulam,5584,3592,32
28-Aug-20,Idukki,1669,1305,3
28-Aug-20,Kannur,3313,2359,24
28-Aug-20,Kasaragod,4681,3311,24
28-Aug-20,Kollam,3828,2567,17
28-Aug-20,Kottayam,3569,2263,3
28-Aug-20,Kozhikode,5004,3252,27
28-Aug-20,Malappuram,8651,5659,23
28-Aug-20,Palakkad,4459,3539,3
28-Aug-20,Pathanamthitta,3130,2091,3
28-Aug-20,Thiruvananthapuram,14608,9080,85
28-Aug-20,Thrissur,4005,2626,13
28-Aug-20,Wayanad,1438,1166,4
29-Aug-20,Alappuzha,5541,3284,14
29-Aug-20,Ernakulam,5720,3740,32
29-Aug-20,Idukki,1696,1346,3
29-Aug-20,Kannur,3408,2453,25
29-Aug-20,Kasaragod,4879,3356,25
29-Aug-20,Kollam,4062,2671,18
29-Aug-20,Kottayam,3708,2383,3
29-Aug-20,Kozhikode,5156,3383,28
29-Aug-20,Malappuram,9030,6031,24
29-Aug-20,Palakkad,4592,3613,3
29-Aug-20,Pathanamthitta,3205,2180,3
29-Aug-20,Thiruvananthapuram,15016,9671,85
29-Aug-20,Thrissur,4230,2768,13
29-Aug-20,Wayanad,1459,1204,5
30-Aug-20,Alappuzha,5633,3542,14
30-Aug-20,Ernakulam,5951,3922,32
30-Aug-20,Idukki,1731,1391,3
30-Aug-20,Kannur,3520,2566,27
30-Aug-20,Kasaragod,5038,3467,26
30-Aug-20,Kollam,4213,2724,18
30-Aug-20,Kottayam,3931,2455,3
30-Aug-20,Kozhikode,5460,3493,29
30-Aug-20,Malappuram,9225,6359,24
30-Aug-20,Palakkad,4637,3677,3
30-Aug-20,Pathanamthitta,3338,2312,3
30-Aug-20,Thiruvananthapuram,15326,9832,87
30-Aug-20,Thrissur,4381,2883,14
30-Aug-20,Wayanad,1472,1226,5
31-Aug-20,Alappuzha,5770,3617,14
31-Aug-20,Ernakulam,6161,4012,32
31-Aug-20,Idukki,1746,1414,3
31-Aug-20,Kannur,3594,2654,27
31-Aug-20,Kasaragod,5141,3523,26
31-Aug-20,Kollam,4344,2832,19
31-Aug-20,Kottayam,4017,2545,3
31-Aug-20,Kozhikode,5577,3690,31
31-Aug-20,Malappuram,9402,6612,24
31-Aug-20,Palakkad,4679,3791,3
31-Aug-20,Pathanamthitta,3445,2384,3
31-Aug-20,Thiruvananthapuram,15547,10206,91
31-Aug-20,Thrissur,4466,3008,14
31-Aug-20,Wayanad,1497,1254,5
01-Sep-20,Alappuzha,5802,3919,14
01-Sep-20,Ernakulam,6322,4146,33
01-Sep-20,Idukki,1746,1428,3
01-Sep-20,Kannur,3671,2751,27
01-Sep-20,Kasaragod,5156,3610,28
01-Sep-20,Kollam,4369,2899,19
01-Sep-20,Kottayam,4079,2660,3
01-Sep-20,Kozhikode,5732,3930,31
01-Sep-20,Malappuram,9593,6898,24
01-Sep-20,Palakkad,4721,3944,3
01-Sep-20,Pathanamthitta,3457,2462,3
01-Sep-20,Thiruvananthapuram,15774,10600,92
01-Sep-20,Thrissur,4599,3128,14
01-Sep-20,Wayanad,1505,1278,5
02-Sep-20,Alappuzha,5961,4207,14
02-Sep-20,Ernakulam,6458,4265,36
02-Sep-20,Idukki,1758,1470,3
02-Sep-20,Kannur,3813,2878,27
02-Sep-20,Kasaragod,5244,3760,29
02-Sep-20,Kollam,4450,2984,19
02-Sep-20,Kottayam,4224,2729,3
02-Sep-20,Kozhikode,5936,4124,31
02-Sep-20,Malappuram,9739,7215,24
02-Sep-20,Palakkad,4751,4042,3
02-Sep-20,Pathanamthitta,3474,2574,3
02-Sep-20,Thiruvananthapuram,16002,11002,95
02-Sep-20,Thrissur,4720,3228,14
02-Sep-20,Wayanad,1543,1304,5
03-Sep-20,Alappuzha,6048,4419,14
03-Sep-20,Ernakulam,6622,4474,37
03-Sep-20,Idukki,1802,1492,3
03-Sep-20,Kannur,3887,3015,28
03-Sep-20,Kasaragod,5377,3927,29
03-Sep-20,Kollam,4515,3065,19
03-Sep-20,Kottayam,4384,2846,3
03-Sep-20,Kozhikode,6067,4310,31
03-Sep-20,Malappuram,9830,7425,24
03-Sep-20,Palakkad,4809,4110,4
03-Sep-20,Pathanamthitta,3592,2610,3
03-Sep-20,Thiruvananthapuram,16319,11345,102
03-Sep-20,Thrissur,4813,3373,14
03-Sep-20,Wayanad,1561,1321,5
04-Sep-20,Alappuzha,6154,4857,14
04-Sep-20,Ernakulam,6896,4659,37
04-Sep-20,Idukki,1831,1518,3
04-Sep-20,Kannur,4002,3088,30
04-Sep-20,Kasaragod,5613,3999,30
04-Sep-20,Kollam,4763,3179,20
04-Sep-20,Kottayam,4562,2963,3
04-Sep-20,Kozhikode,6234,4582,31
04-Sep-20,Malappuram,10008,8052,26
04-Sep-20,Palakkad,4851,4203,4
04-Sep-20,Pathanamthitta,3733,2715,3
04-Sep-20,Thiruvananthapuram,16796,11771,105
04-Sep-20,Thrissur,5017,3513,16
04-Sep-20,Wayanad,1645,1349,5
05-Sep-20,Alappuzha,6285,4889,14
05-Sep-20,Ernakulam,7082,4787,37
05-Sep-20,Idukki,1862,1578,3
05-Sep-20,Kannur,4224,3212,31
05-Sep-20,Kasaragod,5889,4077,31
05-Sep-20,Kollam,4933,3313,24
05-Sep-20,Kottayam,4681,3084,3
05-Sep-20,Kozhikode,6478,4775,31
05-Sep-20,Malappuram,10257,8390,26
05-Sep-20,Palakkad,4951,4315,4
05-Sep-20,Pathanamthitta,3881,2855,3
05-Sep-20,Thiruvananthapuram,17386,12283,109
05-Sep-20,Thrissur,5186,3623,17
05-Sep-20,Wayanad,1665,1378,5
06-Sep-20,Alappuzha,6506,4925,15
06-Sep-20,Ernakulam,7363,4972,37
06-Sep-20,Idukki,1901,1597,3
06-Sep-20,Kannur,4424,3281,32
06-Sep-20,Kasaragod,6107,4187,32
06-Sep-20,Kollam,5261,3517,25
06-Sep-20,Kottayam,4876,3214,3
06-Sep-20,Kozhikode,6742,5040,33
06-Sep-20,Malappuram,10581,8592,26
06-Sep-20,Palakkad,5113,4410,4
06-Sep-20,Pathanamthitta,3994,2943,3
06-Sep-20,Thiruvananthapuram,17914,12901,113
06-Sep-20,Thrissur,5355,3768,17
06-Sep-20,Wayanad,1705,1408,5
07-Sep-20,Alappuzha,6584,5057,15
07-Sep-20,Ernakulam,7493,5156,38
07-Sep-20,Idukki,1905,1629,3
07-Sep-20,Kannur,4684,3351,32
07-Sep-20,Kasaragod,6241,4282,32
07-Sep-20,Kollam,5332,3648,26
07-Sep-20,Kottayam,5030,3329,3
07-Sep-20,Kozhikode,6845,5318,36
07-Sep-20,Malappuram,10768,8794,26
07-Sep-20,Palakkad,5231,4505,4
07-Sep-20,Pathanamthitta,4018,3066,3
07-Sep-20,Thiruvananthapuram,18167,13515,119
07-Sep-20,Thrissur,5483,3923,18
07-Sep-20,Wayanad,1709,1428,5
08-Sep-20,Alappuzha,6801,5204,15
08-Sep-20,Ernakulam,7811,5360,41
08-Sep-20,Idukki,1990,1641,3
08-Sep-20,Kannur,4842,3457,35
08-Sep-20,Kasaragod,6407,4374,32
08-Sep-20,Kollam,5541,3839,26
08-Sep-20,Kottayam,5198,3462,3
08-Sep-20,Kozhikode,7091,5463,38
08-Sep-20,Malappuram,11126,8953,26
08-Sep-20,Palakkad,5457,4564,4
08-Sep-20,Pathanamthitta,4178,3156,3
08-Sep-20,Thiruvananthapuram,18729,13904,123
08-Sep-20,Thrissur,5612,4033,19
08-Sep-20,Wayanad,1733,1453,5
09-Sep-20,Alappuzha,7041,5287,15
09-Sep-20,Ernakulam,8087,5465,43
09-Sep-20,Idukki,2014,1665,3
09-Sep-20,Kannur,5093,3524,35
09-Sep-20,Kasaragod,6677,4515,36
09-Sep-20,Kollam,5903,4162,26
09-Sep-20,Kottayam,5394,3553,3
09-Sep-20,Kozhikode,7421,5551,38
09-Sep-20,Malappuram,11327,9103,26
09-Sep-20,Palakkad,5588,4651,4
09-Sep-20,Pathanamthitta,4368,3272,3
09-Sep-20,Thiruvananthapuram,19260,14517,129
09-Sep-20,Thrissur,5935,4178,19
09-Sep-20,Wayanad,1810,1478,5
10-Sep-20,Alappuzha,7308,5374,16
10-Sep-20,Ernakulam,8314,5581,43
10-Sep-20,Idukki,2119,1680,3
10-Sep-20,Kannur,5369,3668,35
10-Sep-20,Kasaragod,6817,4642,37
10-Sep-20,Kollam,6147,4265,26
10-Sep-20,Kottayam,5611,3659,3
10-Sep-20,Kozhikode,7682,5729,38
10-Sep-20,Malappuram,11657,9222,33
10-Sep-20,Palakkad,5782,4684,4
10-Sep-20,Pathanamthitta,4503,3325,3
10-Sep-20,Thiruvananthapuram,19818,15000,131
10-Sep-20,Thrissur,6235,4261,20
10-Sep-20,Wayanad,1905,1488,5
11-Sep-20,Alappuzha,7508,5573,18
11-Sep-20,Ernakulam,8609,5644,45
11-Sep-20,Idukki,2147,1719,3
11-Sep-20,Kannur,5625,3729,36
11-Sep-20,Kasaragod,6919,4770,37
11-Sep-20,Kollam,6450,4287,26
11-Sep-20,Kottayam,5832,3748,3
11-Sep-20,Kozhikode,7943,5834,39
11-Sep-20,Malappuram,12047,9333,34
11-Sep-20,Palakkad,5891,4730,5
11-Sep-20,Pathanamthitta,4596,3360,3
11-Sep-20,Thiruvananthapuram,20312,15308,134
11-Sep-20,Thrissur,6419,4366,23
11-Sep-20,Wayanad,1957,1503,5
12-Sep-20,Alappuzha,7671,5719,18
12-Sep-20,Ernakulam,8797,5877,46
12-Sep-20,Idukki,2233,1747,3
12-Sep-20,Kannur,5832,3864,36
12-Sep-20,Kasaragod,7069,4874,37
12-Sep-20,Kollam,6715,4418,26
12-Sep-20,Kottayam,5998,3886,3
12-Sep-20,Kozhikode,8229,6010,42
12-Sep-20,Malappuram,12357,9534,35
12-Sep-20,Palakkad,6075,4769,7
12-Sep-20,Pathanamthitta,4684,3414,3
12-Sep-20,Thiruvananthapuram,20878,15701,140
12-Sep-20,Thrissur,6591,4501,25
12-Sep-20,Wayanad,2011,1534,5
13-Sep-20,Alappuzha,7923,5765,18
13-Sep-20,Ernakulam,9123,6109,48
13-Sep-20,Idukki,2273,1767,3
13-Sep-20,Kannur,6066,3952,36
13-Sep-20,Kasaragod,7193,5052,37
13-Sep-20,Kollam,6920,4558,28
13-Sep-20,Kottayam,6194,4011,3
13-Sep-20,Kozhikode,8628,6138,42
13-Sep-20,Malappuram,12735,9736,35
13-Sep-20,Palakkad,6308,4835,8
13-Sep-20,Pathanamthitta,4786,3605,3
13-Sep-20,Thiruvananthapuram,21290,15992,148
13-Sep-20,Thrissur,6773,4616,26
13-Sep-20,Wayanad,2067,1567,5
14-Sep-20,Alappuzha,8030,5963,18
14-Sep-20,Ernakulam,9378,6234,49
14-Sep-20,Idukki,2331,1792,3
14-Sep-20,Kannur,6298,4087,36
14-Sep-20,Kasaragod,7249,5182,38
14-Sep-20,Kollam,7062,4723,31
14-Sep-20,Kottayam,6316,4132,3
14-Sep-20,Kozhikode,9010,6261,43
14-Sep-20,Malappuram,13217,9997,38
14-Sep-20,Palakkad,6483,4928,11
14-Sep-20,Pathanamthitta,4802,3708,3
14-Sep-20,Thiruvananthapuram,21622,16407,151
14-Sep-20,Thrissur,6934,4756,26
14-Sep-20,Wayanad,2087,1643,5
15-Sep-20,Alappuzha,8368,6197,18
15-Sep-20,Ernakulam,9617,6443,50
15-Sep-20,Idukki,2360,1835,3
15-Sep-20,Kannur,6511,4315,36
15-Sep-20,Kasaragod,7421,5440,38
15-Sep-20,Kollam,7296,4874,31
15-Sep-20,Kottayam,6508,4270,3
15-Sep-20,Kozhikode,9270,6567,43
15-Sep-20,Malappuram,13565,10300,39
15-Sep-20,Palakkad,6619,5048,12
15-Sep-20,Pathanamthitta,4948,3830,3
15-Sep-20,Thiruvananthapuram,22278,16675,156
15-Sep-20,Thrissur,7122,4876,29
15-Sep-20,Wayanad,2151,1675,5
