Date,District,Confirmed,Recovered,Deceased
16-Jun-20,Idukki,63,34,0
16-Jun-20,Kannur,320,195,4
16-Jun-20,Kasaragod,373,267,0
16-Jun-20,Kollam,154,60,1
16-Jun-20,Kottayam,106,49,0
16-Jun-20,Kozhikode,167,70,1
16-Jun-20,Malappuram,295,90,3
16-Jun-20,Palakkad,297,147,1
16-Jun-20,Pathanamthitta,147,43,1
16-Jun-20,Thiruvananthapuram,131,85,4
16-Jun-20,Thrissur,239,75,3
16-Jun-20,Wayanad,57,39,1
17-Jun-20,Alappuzha,142,49,1
17-Jun-20,Ernakulam,138,50,1
17-Jun-20,Idukki,63,34,0
17-Jun-20,Kannur,324,197,4
17-Jun-20,Kasaragod,382,267,0
17-Jun-20,Kollam,168,64,1
17-Jun-20,Kottayam,110,51,0
17-Jun-20,Kozhikode,173,81,1
17-Jun-20,Malappuram,306,92,3
17-Jun-20,Palakkad,303,172,1
17-Jun-20,Pathanamthitta,148,49,1
17-Jun-20,Thiruvananthapuram,134,95,4
17-Jun-20,Thrissur,247,85,3
17-Jun-20,Wayanad,60,40,1
18-Jun-20,Alappuzha,151,60,1
18-Jun-20,Ernakulam,144,52,1
18-Jun-20,Idukki,69,34,0
18-Jun-20,Kannur,328,201,5
18-Jun-20,Kasaragod,385,278,0
18-Jun-20,Kollam,181,74,1
18-Jun-20,Kottayam,121,53,0
18-Jun-20,Kozhikode,178,82,1
18-Jun-20,Malappuram,310,94,3
18-Jun-20,Palakkad,317,183,1
18-Jun-20,Pathanamthitta,159,52,1
18-Jun-20,Thiruvananthapuram,139,103,4
18-Jun-20,Thrissur,253,107,3
18-Jun-20,Wayanad,60,42,1
19-Jun-20,Alappuzha,164,64,1
19-Jun-20,Ernakulam,155,52,1
19-Jun-20,Idukki,71,34,0
19-Jun-20,Kannur,336,221,5
19-Jun-20,Kasaragod,389,282,0
19-Jun-20,Kollam,198,88,1
19-Jun-20,Kottayam,128,59,0
19-Jun-20,Kozhikode,184,85,1
19-Jun-20,Malappuram,328,109,3
19-Jun-20,Palakkad,327,196,1
19-Jun-20,Pathanamthitta,168,52,1
19-Jun-20,Thiruvananthapuram,147,107,4
19-Jun-20,Thrissur,254,120,3
19-Jun-20,Wayanad,64,42,1
20-Jun-20,Alappuzha,168,76,1
20-Jun-20,Ernakulam,158,53,1
20-Jun-20,Idukki,72,34,0
20-Jun-20,Kannur,340,223,5
20-Jun-20,Kasaragod,396,284,0
20-Jun-20,Kollam,222,90,1
20-Jun-20,Kottayam,139,59,0
20-Jun-20,Kozhikode,196,96,1
20-Jun-20,Malappuram,333,110,3
20-Jun-20,Palakkad,350,206,1
20-Jun-20,Pathanamthitta,185,64,1
20-Jun-20,Thiruvananthapuram,152,109,4
20-Jun-20,Thrissur,260,120,3
20-Jun-20,Wayanad,69,44,1
21-Jun-20,Alappuzha,178,86,1
21-Jun-20,Ernakulam,163,53,1
21-Jun-20,Idukki,83,34,0
21-Jun-20,Kannur,350,226,5
21-Jun-20,Kasaragod,402,286,0
21-Jun-20,Kollam,235,90,1
21-Jun-20,Kottayam,149,62,0
21-Jun-20,Kozhikode,206,100,1
21-Jun-20,Malappuram,343,138,3
21-Jun-20,Palakkad,365,207,1
21-Jun-20,Pathanamthitta,193,68,1
21-Jun-20,Thiruvananthapuram,161,109,4
21-Jun-20,Thrissur,276,158,3
21-Jun-20,Wayanad,69,44,1
22-Jun-20,Alappuzha,190,87,1
22-Jun-20,Ernakulam,177,62,1
22-Jun-20,Idukki,87,36,0
22-Jun-20,Kannur,353,240,5
22-Jun-20,Kasaragod,411,295,0
22-Jun-20,Kollam,248,90,1
22-Jun-20,Kottayam,162,66,0
22-Jun-20,Kozhikode,211,108,1
22-Jun-20,Malappuram,360,161,3
22-Jun-20,Palakkad,381,219,1
22-Jun-20,Pathanamthitta,197,68,1
22-Jun-20,Thiruvananthapuram,172,109,4
22-Jun-20,Thrissur,288,164,3
22-Jun-20,Wayanad,74,44,1
23-Jun-20,Alappuzha,209,88,1
23-Jun-20,Ernakulam,190,68,1
23-Jun-20,Idukki,87,37,0
23-Jun-20,Kannur,359,241,5
23-Jun-20,Kasaragod,411,295,0
23-Jun-20,Kollam,252,94,2
23-Jun-20,Kottayam,170,77,0
23-Jun-20,Kozhikode,217,108,1
23-Jun-20,Malappuram,371,177,3
23-Jun-20,Palakkad,408,219,1
23-Jun-20,Pathanamthitta,224,74,1
23-Jun-20,Thiruvananthapuram,176,110,4
23-Jun-20,Thrissur,302,174,3
23-Jun-20,Wayanad,76,47,1
24-Jun-20,Alappuzha,224,102,1
24-Jun-20,Ernakulam,198,72,1
24-Jun-20,Idukki,93,39,0
24-Jun-20,Kannur,376,248,5
24-Jun-20,Kasaragod,417,298,0
24-Jun-20,Kollam,270,95,2
24-Jun-20,Kottayam,177,80,0
24-Jun-20,Kozhikode,220,141,1
24-Jun-20,Malappuram,381,184,3
24-Jun-20,Palakkad,424,220,1
24-Jun-20,Pathanamthitta,249,75,1
24-Jun-20,Thiruvananthapuram,180,110,4
24-Jun-20,Thrissur,317,179,3
24-Jun-20,Wayanad,78,47,1
25-Jun-20,Alappuzha,242,106,1
25-Jun-20,Ernakulam,208,74,1
25-Jun-20,Idukki,96,41,0
25-Jun-20,Kannur,385,249,5
25-Jun-20,Kasaragod,421,306,0
25-Jun-20,Kollam,283,95,2
25-Jun-20,Kottayam,179,82,0
25-Jun-20,Kozhikode,227,147,1
25-Jun-20,Malappuram,387,195,3
25-Jun-20,Palakkad,448,225,1
25-Jun-20,Pathanamthitta,262,84,1
25-Jun-20,Thiruvananthapuram,182,110,4
25-Jun-20,Thrissur,327,182,3
25-Jun-20,Wayanad,80,47,1
26-Jun-20,Alappuzha,263,106,1
26-Jun-20,Ernakulam,217,74,1
26-Jun-20,Idukki,98,46,0
26-Jun-20,Kannur,398,250,5
26-Jun-20,Kasaragod,423,307,0
26-Jun-20,Kollam,299,105,2
26-Jun-20,Kottayam,197,84,0
26-Jun-20,Kozhikode,234,158,1
26-Jun-20,Malappuram,403,213,3
26-Jun-20,Palakkad,471,227,1
26-Jun-20,Pathanamthitta,266,84,1
26-Jun-20,Thiruvananthapuram,189,110,4
26-Jun-20,Thrissur,334,197,3
26-Jun-20,Wayanad,85,47,1
27-Jun-20,Alappuzha,276,112,1
27-Jun-20,Ernakulam,231,74,1
27-Jun-20,Idukki,100,51,0
27-Jun-20,Kannur,409,263,5
27-Jun-20,Kasaragod,434,312,0
27-Jun-20,Kollam,311,120,2
27-Jun-20,Kottayam,212,91,0
27-Jun-20,Kozhikode,242,158,1
27-Jun-20,Malappuram,450,232,3
27-Jun-20,Palakkad,496,232,1
27-Jun-20,Pathanamthitta,272,101,1
27-Jun-20,Thiruvananthapuram,193,113,4
27-Jun-20,Thrissur,356,204,3
27-Jun-20,Wayanad,90,47,1
28-Jun-20,Alappuzha,286,117,1
28-Jun-20,Ernakulam,238,74,1
28-Jun-20,Idukki,104,57,0
28-Jun-20,Kannur,435,264,5
28-Jun-20,Kasaragod,440,317,0
28-Jun-20,Kollam,321,120,2
28-Jun-20,Kottayam,217,97,0
28-Jun-20,Kozhikode,249,164,1
28-Jun-20,Malappuram,455,232,3
28-Jun-20,Palakkad,500,236,1
28-Jun-20,Pathanamthitta,275,103,1
28-Jun-20,Thiruvananthapuram,202,114,4
28-Jun-20,Thrissur,373,209,3
28-Jun-20,Wayanad,95,48,1
29-Jun-20,Alappuzha,291,126,1
29-Jun-20,Ernakulam,243,76,1
29-Jun-20,Idukki,109,57,0
29-Jun-20,Kannur,449,277,5
29-Jun-20,Kasaragod,444,319,0
29-Jun-20,Kollam,332,139,2
29-Jun-20,Kottayam,217,105,0
29-Jun-20,Kozhikode,258,172,1
29-Jun-20,Malappuram,469,239,4
29-Jun-20,Palakkad,512,239,1
29-Jun-20,Pathanamthitta,288,103,1
29-Jun-20,Thiruvananthapuram,206,117,4
29-Jun-20,Thrissur,399,214,3
29-Jun-20,Wayanad,95,48,1
30-Jun-20,Alappuzha,300,126,1
30-Jun-20,Ernakulam,253,83,1
30-Jun-20,Idukki,109,59,0
30-Jun-20,Kannur,475,279,5
30-Jun-20,Kasaragod,452,323,0
30-Jun-20,Kollam,344,139,2
30-Jun-20,Kottayam,220,111,0
30-Jun-20,Kozhikode,262,174,1
30-Jun-20,Malappuram,501,261,4
30-Jun-20,Palakkad,529,246,1
30-Jun-20,Pathanamthitta,289,103,1
30-Jun-20,Thiruvananthapuram,211,123,5
30-Jun-20,Thrissur,403,227,3
30-Jun-20,Wayanad,95,52,1
01-Jul-20,Alappuzha,308,135,1
01-Jul-20,Ernakulam,265,84,1
01-Jul-20,Idukki,110,61,0
01-Jul-20,Kannur,502,291,5
01-Jul-20,Kasaragod,462,340,0
01-Jul-20,Kollam,347,160,2
01-Jul-20,Kottayam,224,117,0
01-Jul-20,Kozhikode,268,186,2
01-Jul-20,Malappuram,535,275,4
01-Jul-20,Palakkad,546,257,1
01-Jul-20,Pathanamthitta,295,108,1
01-Jul-20,Thiruvananthapuram,215,126,5
01-Jul-20,Thrissur,419,243,3
01-Jul-20,Wayanad,98,55,1
02-Jul-20,Alappuzha,324,143,1
02-Jul-20,Ernakulam,274,94,1
02-Jul-20,Idukki,118,74,0
02-Jul-20,Kannur,511,297,5
02-Jul-20,Kasaragod,467,371,0
02-Jul-20,Kollam,356,160,2
02-Jul-20,Kottayam,233,118,0
02-Jul-20,Kozhikode,275,186,2
02-Jul-20,Malappuram,559,331,4
02-Jul-20,Palakkad,564,311,1
02-Jul-20,Pathanamthitta,322,108,1
02-Jul-20,Thiruvananthapuram,224,141,5
02-Jul-20,Thrissur,428,251,3
02-Jul-20,Wayanad,99,55,1
03-Jul-20,Alappuzha,345,145,1
03-Jul-20,Ernakulam,291,114,1
03-Jul-20,Idukki,120,74,0
03-Jul-20,Kannur,529,310,5
03-Jul-20,Kasaragod,474,383,0
03-Jul-20,Kollam,379,160,2
03-Jul-20,Kottayam,247,134,0
03-Jul-20,Kozhikode,289,197,2
03-Jul-20,Malappuram,594,341,4
03-Jul-20,Palakkad,578,379,1
03-Jul-20,Pathanamthitta,329,137,1
03-Jul-20,Thiruvananthapuram,241,146,5
03-Jul-20,Thrissur,449,256,3
03-Jul-20,Wayanad,100,65,1
04-Jul-20,Alappuzha,365,181,1
04-Jul-20,Ernakulam,304,121,1
04-Jul-20,Idukki,122,76,0
04-Jul-20,Kannur,564,324,5
04-Jul-20,Kasaragod,488,389,0
04-Jul-20,Kollam,395,201,2
04-Jul-20,Kottayam,253,144,0
04-Jul-20,Kozhikode,297,198,2
04-Jul-20,Malappuram,631,348,4
04-Jul-20,Palakkad,607,424,1
04-Jul-20,Pathanamthitta,351,157,1
04-Jul-20,Thiruvananthapuram,257,156,5
04-Jul-20,Thrissur,469,266,3
04-Jul-20,Wayanad,102,65,1
05-Jul-20,Alappuzha,378,183,1
05-Jul-20,Ernakulam,316,128,1
05-Jul-20,Idukki,128,76,0
05-Jul-20,Kannur,589,327,5
05-Jul-20,Kasaragod,516,389,0
05-Jul-20,Kollam,405,232,2
05-Jul-20,Kottayam,261,149,0
05-Jul-20,Kozhikode,317,203,2
05-Jul-20,Malappuram,657,376,4
05-Jul-20,Palakkad,636,432,1
05-Jul-20,Pathanamthitta,354,166,1
05-Jul-20,Thiruvananthapuram,284,166,5
05-Jul-20,Thrissur,481,278,3
05-Jul-20,Wayanad,108,71,1
06-Jul-20,Alappuzha,393,190,1
06-Jul-20,Ernakulam,341,144,2
06-Jul-20,Idukki,134,76,0
06-Jul-20,Kannur,600,337,5
06-Jul-20,Kasaragod,522,401,0
06-Jul-20,Kollam,416,242,2
06-Jul-20,Kottayam,267,160,0
06-Jul-20,Kozhikode,332,208,2
06-Jul-20,Malappuram,692,389,5
06-Jul-20,Palakkad,644,465,1
06-Jul-20,Pathanamthitta,380,193,1
06-Jul-20,Thiruvananthapuram,291,173,5
06-Jul-20,Thrissur,495,294,3
06-Jul-20,Wayanad,116,71,1
07-Jul-20,Alappuzha,411,195,1
07-Jul-20,Ernakulam,362,164,2
07-Jul-20,Idukki,135,77,0
07-Jul-20,Kannur,619,346,5
07-Jul-20,Kasaragod,535,401,0
07-Jul-20,Kollam,427,248,2
07-Jul-20,Kottayam,270,161,0
07-Jul-20,Kozhikode,347,213,2
07-Jul-20,Malappuram,755,399,5
07-Jul-20,Palakkad,673,488,1
07-Jul-20,Pathanamthitta,392,213,1
07-Jul-20,Thiruvananthapuram,345,176,5
07-Jul-20,Thrissur,505,300,3
07-Jul-20,Wayanad,119,75,1
08-Jul-20,Alappuzha,429,211,1
08-Jul-20,Ernakulam,378,176,2
08-Jul-20,Idukki,155,77,0
08-Jul-20,Kannur,641,348,5
08-Jul-20,Kasaragod,539,408,0
08-Jul-20,Kollam,435,271,2
08-Jul-20,Kottayam,287,161,0
08-Jul-20,Kozhikode,362,219,2
08-Jul-20,Malappuram,801,411,5
08-Jul-20,Palakkad,698,497,1
08-Jul-20,Pathanamthitta,399,217,1
08-Jul-20,Thiruvananthapuram,409,181,5
08-Jul-20,Thrissur,530,311,3
08-Jul-20,Wayanad,133,75,1
09-Jul-20,Alappuzha,451,218,1
09-Jul-20,Ernakulam,390,191,2
09-Jul-20,Idukki,175,85,0
09-Jul-20,Kannur,649,364,5
09-Jul-20,Kasaragod,550,421,0
09-Jul-20,Kollam,445,281,2
09-Jul-20,Kottayam,294,169,0
09-Jul-20,Kozhikode,370,220,2
09-Jul-20,Malappuram,856,417,5
09-Jul-20,Palakkad,748,514,1
09-Jul-20,Pathanamthitta,406,224,1
09-Jul-20,Thiruvananthapuram,504,190,5
09-Jul-20,Thrissur,557,340,3
09-Jul-20,Wayanad,140,78,1
10-Jul-20,Alappuzha,501,242,1
10-Jul-20,Ernakulam,410,195,2
10-Jul-20,Idukki,187,89,0
10-Jul-20,Kannur,672,378,5
10-Jul-20,Kasaragod,567,424,0
10-Jul-20,Kollam,473,281,2
10-Jul-20,Kottayam,301,178,0
10-Jul-20,Kozhikode,382,220,2
10-Jul-20,Malappuram,897,435,5
10-Jul-20,Palakkad,776,522,1
10-Jul-20,Pathanamthitta,438,224,1
10-Jul-20,Thiruvananthapuram,633,195,5
10-Jul-20,Thrissur,574,359,3
10-Jul-20,Wayanad,140,82,1
11-Jul-20,Alappuzha,588,253,1
11-Jul-20,Ernakulam,457,198,3
11-Jul-20,Idukki,192,93,0
11-Jul-20,Kannur,691,379,5
11-Jul-20,Kasaragod,585,424,0
11-Jul-20,Kollam,491,307,2
11-Jul-20,Kottayam,316,184,0
11-Jul-20,Kozhikode,399,224,2
11-Jul-20,Malappuram,948,450,5
11-Jul-20,Palakkad,824,529,1
11-Jul-20,Pathanamthitta,492,267,1
11-Jul-20,Thiruvananthapuram,702,201,6
11-Jul-20,Thrissur,603,376,3
11-Jul-20,Wayanad,151,82,1
12-Jul-20,Alappuzha,645,255,2
12-Jul-20,Ernakulam,507,203,3
12-Jul-20,Idukki,208,93,0
12-Jul-20,Kannur,708,398,5
12-Jul-20,Kasaragod,641,432,0
12-Jul-20,Kollam,496,307,2
12-Jul-20,Kottayam,328,185,0
12-Jul-20,Kozhikode,403,242,2
12-Jul-20,Malappuram,990,466,5
12-Jul-20,Palakkad,883,545,1
12-Jul-20,Pathanamthitta,531,292,1
12-Jul-20,Thiruvananthapuram,742,203,6
12-Jul-20,Thrissur,622,396,4
12-Jul-20,Wayanad,170,82,1
13-Jul-20,Alappuzha,764,262,2
13-Jul-20,Ernakulam,522,213,3
13-Jul-20,Idukki,212,93,0
13-Jul-20,Kannur,752,417,6
13-Jul-20,Kasaragod,650,438,0
13-Jul-20,Kollam,529,317,3
13-Jul-20,Kottayam,338,197,0
13-Jul-20,Kozhikode,419,249,2
13-Jul-20,Malappuram,1037,494,5
13-Jul-20,Palakkad,902,570,1
13-Jul-20,Pathanamthitta,578,294,1
13-Jul-20,Thiruvananthapuram,805,207,6
13-Jul-20,Thrissur,631,412,4
13-Jul-20,Wayanad,184,98,1
14-Jul-20,Alappuzha,798,279,3
14-Jul-20,Ernakulam,592,213,3
14-Jul-20,Idukki,212,93,0
14-Jul-20,Kannur,764,463,6
14-Jul-20,Kasaragod,694,443,0
14-Jul-20,Kollam,552,319,3
14-Jul-20,Kottayam,363,202,0
14-Jul-20,Kozhikode,477,269,2
14-Jul-20,Malappuram,1095,505,5
14-Jul-20,Palakkad,928,619,1
14-Jul-20,Pathanamthitta,581,294,1
14-Jul-20,Thiruvananthapuram,1006,223,6
14-Jul-20,Thrissur,673,422,4
14-Jul-20,Wayanad,196,98,1
15-Jul-20,Alappuzha,818,279,3
15-Jul-20,Ernakulam,664,214,3
15-Jul-20,Idukki,267,96,1
15-Jul-20,Kannur,799,468,6
15-Jul-20,Kasaragod,768,464,0
15-Jul-20,Kollam,563,328,3
15-Jul-20,Kottayam,388,215,0
15-Jul-20,Kozhikode,541,283,2
15-Jul-20,Malappuram,1113,547,5
15-Jul-20,Palakkad,947,674,1
15-Jul-20,Pathanamthitta,645,314,1
15-Jul-20,Thiruvananthapuram,1163,233,6
15-Jul-20,Thrissur,678,424,4
15-Jul-20,Wayanad,200,99,1
16-Jul-20,Alappuzha,838,292,3
16-Jul-20,Ernakulam,721,221,3
16-Jul-20,Idukki,293,102,1
16-Jul-20,Kannur,822,476,7
16-Jul-20,Kasaragod,786,487,0
16-Jul-20,Kollam,605,345,3
16-Jul-20,Kottayam,401,222,0
16-Jul-20,Kozhikode,574,293,2
16-Jul-20,Malappuram,1155,584,5
16-Jul-20,Palakkad,972,746,1
16-Jul-20,Pathanamthitta,684,332,1
16-Jul-20,Thiruvananthapuram,1502,234,6
16-Jul-20,Thrissur,710,432,5
16-Jul-20,Wayanad,213,100,1
17-Jul-20,Alappuzha,895,298,3
17-Jul-20,Ernakulam,836,225,3
17-Jul-20,Idukki,304,108,1
17-Jul-20,Kannur,831,484,7
17-Jul-20,Kasaragod,818,496,0
17-Jul-20,Kollam,652,353,3
17-Jul-20,Kottayam,440,228,0
17-Jul-20,Kozhikode,606,302,2
17-Jul-20,Malappuram,1180,616,5
17-Jul-20,Palakkad,1003,746,1
17-Jul-20,Pathanamthitta,771,333,1
17-Jul-20,Thiruvananthapuram,1748,243,6
17-Jul-20,Thrissur,742,463,6
17-Jul-20,Wayanad,241,104,1
18-Jul-20,Alappuzha,937,334,3
18-Jul-20,Ernakulam,880,233,3
18-Jul-20,Idukki,332,114,1
18-Jul-20,Kannur,870,521,7
18-Jul-20,Kasaragod,847,505,0
18-Jul-20,Kollam,705,354,3
18-Jul-20,Kottayam,456,234,0
18-Jul-20,Kozhikode,632,311,2
18-Jul-20,Malappuram,1199,642,5
18-Jul-20,Palakkad,1052,773,1
18-Jul-20,Pathanamthitta,799,351,1
18-Jul-20,Thiruvananthapuram,1921,249,8
18-Jul-20,Thrissur,763,474,6
18-Jul-20,Wayanad,267,108,1
19-Jul-20,Alappuzha,989,368,3
19-Jul-20,Ernakulam,978,240,4
19-Jul-20,Idukki,381,119,1
19-Jul-20,Kannur,883,542,7
19-Jul-20,Kasaragod,904,517,1
19-Jul-20,Kollam,780,358,3
19-Jul-20,Kottayam,476,243,0
19-Jul-20,Kozhikode,664,319,2
19-Jul-20,Malappuram,1224,642,5
19-Jul-20,Palakkad,1133,784,1
19-Jul-20,Pathanamthitta,834,368,1
19-Jul-20,Thiruvananthapuram,2143,272,8
19-Jul-20,Thrissur,824,495,6
19-Jul-20,Wayanad,268,108,1
20-Jul-20,Alappuzha,1042,378,3
20-Jul-20,Ernakulam,1050,247,4
20-Jul-20,Idukki,405,120,1
20-Jul-20,Kannur,931,545,7
20-Jul-20,Kasaragod,932,527,1
20-Jul-20,Kollam,859,359,3
20-Jul-20,Kottayam,522,260,0
20-Jul-20,Kozhikode,756,325,2
20-Jul-20,Malappuram,1274,674,5
20-Jul-20,Palakkad,1182,878,1
20-Jul-20,Pathanamthitta,837,386,1
20-Jul-20,Thiruvananthapuram,2325,273,8
20-Jul-20,Thrissur,866,540,7
20-Jul-20,Wayanad,294,108,1
21-Jul-20,Alappuzha,1088,450,3
21-Jul-20,Ernakulam,1130,252,4
21-Jul-20,Idukki,405,125,1
21-Jul-20,Kannur,988,555,7
21-Jul-20,Kasaragod,972,533,1
21-Jul-20,Kollam,944,370,3
21-Jul-20,Kottayam,561,270,0
21-Jul-20,Kozhikode,795,363,2
21-Jul-20,Malappuram,1335,727,5
21-Jul-20,Palakkad,1228,912,1
21-Jul-20,Pathanamthitta,877,386,1
21-Jul-20,Thiruvananthapuram,2476,283,9
21-Jul-20,Thrissur,885,546,7
21-Jul-20,Wayanad,311,122,1
22-Jul-20,Alappuzha,1208,469,3
22-Jul-20,Ernakulam,1222,270,4
22-Jul-20,Idukki,448,126,2
22-Jul-20,Kannur,1031,555,7
22-Jul-20,Kasaragod,1073,576,1
22-Jul-20,Kollam,1077,383,3
22-Jul-20,Kottayam,612,282,0
22-Jul-20,Kozhikode,820,377,2
22-Jul-20,Malappuram,1396,779,5
22-Jul-20,Palakkad,1262,927,1
22-Jul-20,Pathanamthitta,926,424,1
22-Jul-20,Thiruvananthapuram,2702,292,9
22-Jul-20,Thrissur,941,579,7
22-Jul-20,Wayanad,315,127,1
23-Jul-20,Alappuzha,1290,508,3
23-Jul-20,Ernakulam,1322,365,5
23-Jul-20,Idukki,511,148,2
23-Jul-20,Kannur,1082,562,8
23-Jul-20,Kasaragod,1120,612,1
23-Jul-20,Kollam,1183,414,4
23-Jul-20,Kottayam,692,307,0
23-Jul-20,Kozhikode,887,393,3
23-Jul-20,Malappuram,1485,809,5
23-Jul-20,Palakkad,1313,972,1
23-Jul-20,Pathanamthitta,953,424,1
23-Jul-20,Thiruvananthapuram,2924,352,10
23-Jul-20,Thrissur,1024,600,7
23-Jul-20,Wayanad,325,132,1
24-Jul-20,Alappuzha,1334,557,4
24-Jul-20,Ernakulam,1391,516,5
24-Jul-20,Idukki,540,244,2
24-Jul-20,Kannur,1100,670,8
24-Jul-20,Kasaragod,1226,680,3
24-Jul-20,Kollam,1316,468,4
24-Jul-20,Kottayam,742,381,0
24-Jul-20,Kozhikode,969,459,3
24-Jul-20,Malappuram,1543,833,5
24-Jul-20,Palakkad,1371,1035,1
24-Jul-20,Pathanamthitta,976,505,1
24-Jul-20,Thiruvananthapuram,3091,453,11
24-Jul-20,Thrissur,1057,612,7
24-Jul-20,Wayanad,340,153,1
25-Jul-20,Alappuzha,1436,627,4
25-Jul-20,Ernakulam,1470,593,6
25-Jul-20,Idukki,580,256,2
25-Jul-20,Kannur,1162,706,8
25-Jul-20,Kasaragod,1331,703,4
25-Jul-20,Kollam,1396,518,4
25-Jul-20,Kottayam,819,430,0
25-Jul-20,Kozhikode,1079,521,5
25-Jul-20,Malappuram,1611,1018,5
25-Jul-20,Palakkad,1406,1059,2
25-Jul-20,Pathanamthitta,1028,655,1
25-Jul-20,Thiruvananthapuram,3331,682,11
25-Jul-20,Thrissur,1093,649,7
25-Jul-20,Wayanad,357,198,1
26-Jul-20,Alappuzha,1482,677,4
26-Jul-20,Ernakulam,1531,700,6
26-Jul-20,Idukki,628,287,2
26-Jul-20,Kannur,1209,770,8
26-Jul-20,Kasaragod,1438,739,4
26-Jul-20,Kollam,1470,589,4
26-Jul-20,Kottayam,873,467,0
26-Jul-20,Kozhikode,1136,529,5
26-Jul-20,Malappuram,1667,1140,6
26-Jul-20,Palakkad,1448,1066,2
26-Jul-20,Pathanamthitta,1119,703,1
26-Jul-20,Thiruvananthapuram,3506,733,11
26-Jul-20,Thrissur,1134,706,8
26-Jul-20,Wayanad,385,198,1
27-Jul-20,Alappuzha,1512,827,4
27-Jul-20,Ernakulam,1546,769,6
27-Jul-20,Idukki,698,312,2
27-Jul-20,Kannur,1247,802,8
27-Jul-20,Kasaragod,1476,792,4
27-Jul-20,Kollam,1492,646,4
27-Jul-20,Kottayam,932,480,1
27-Jul-20,Kozhikode,1204,570,6
27-Jul-20,Malappuram,1753,1228,6
27-Jul-20,Palakkad,1489,1075,2
27-Jul-20,Pathanamthitta,1136,752,1
27-Jul-20,Thiruvananthapuram,3667,798,11
27-Jul-20,Thrissur,1174,751,8
27-Jul-20,Wayanad,402,247,1
28-Jul-20,Alappuzha,1596,907,5
28-Jul-20,Ernakulam,1616,852,7
28-Jul-20,Idukki,705,339,2
28-Jul-20,Kannur,1290,817,8
28-Jul-20,Kasaragod,1514,828,5
28-Jul-20,Kollam,1587,716,4
28-Jul-20,Kottayam,1050,500,1
28-Jul-20,Kozhikode,1271,583,6
28-Jul-20,Malappuram,1865,1262,6
28-Jul-20,Palakkad,1575,1115,2
28-Jul-20,Pathanamthitta,1199,780,1
28-Jul-20,Thiruvananthapuram,3889,968,12
28-Jul-20,Thrissur,1283,796,8
28-Jul-20,Wayanad,455,265,1
29-Jul-20,Alappuzha,1634,942,5
29-Jul-20,Ernakulam,1699,910,7
29-Jul-20,Idukki,739,359,2
29-Jul-20,Kannur,1332,820,8
29-Jul-20,Kasaragod,1563,864,5
29-Jul-20,Kollam,1671,862,4
29-Jul-20,Kottayam,1079,528,1
29-Jul-20,Kozhikode,1338,613,6
29-Jul-20,Malappuram,1952,1296,7
29-Jul-20,Palakkad,1624,1134,2
29-Jul-20,Pathanamthitta,1253,821,1
29-Jul-20,Thiruvananthapuram,4102,1094,12
29-Jul-20,Thrissur,1314,852,8
29-Jul-20,Wayanad,498,274,1
30-Jul-20,Alappuzha,1689,962,5
30-Jul-20,Ernakulam,1733,979,8
30-Jul-20,Idukki,745,390,2
30-Jul-20,Kannur,1371,867,8
30-Jul-20,Kasaragod,1591,868,5
30-Jul-20,Kollam,1693,945,4
30-Jul-20,Kottayam,1108,577,1
30-Jul-20,Kozhikode,1380,670,7
30-Jul-20,Malappuram,1984,1308,7
30-Jul-20,Palakkad,1628,1170,2
30-Jul-20,Pathanamthitta,1312,902,1
30-Jul-20,Thiruvananthapuram,4172,1314,12
30-Jul-20,Thrissur,1397,920,8
30-Jul-20,Wayanad,501,291,1
31-Jul-20,Alappuzha,1724,987,5
31-Jul-20,Ernakulam,1865,1045,10
31-Jul-20,Idukki,804,435,2
31-Jul-20,Kannur,1385,908,8
31-Jul-20,Kasaragod,1643,997,5
31-Jul-20,Kollam,1746,1039,5
31-Jul-20,Kottayam,1197,642,1
31-Jul-20,Kozhikode,1464,745,7
31-Jul-20,Malappuram,2059,1317,7
31-Jul-20,Palakkad,1711,1281,2
31-Jul-20,Pathanamthitta,1442,946,1
31-Jul-20,Thiruvananthapuram,4492,1428,12
31-Jul-20,Thrissur,1457,947,8
31-Jul-20,Wayanad,625,310,1
01-Aug-20,Alappuzha,1791,1087,5
01-Aug-20,Ernakulam,1924,1080,12
01-Aug-20,Idukki,818,467,2
01-Aug-20,Kannur,1390,943,8
01-Aug-20,Kasaragod,1796,1025,6
01-Aug-20,Kollam,1781,1092,6
01-Aug-20,Kottayam,1244,699,1
01-Aug-20,Kozhikode,1559,794,8
01-Aug-20,Malappuram,2200,1353,8
01-Aug-20,Palakkad,1758,1323,2
01-Aug-20,Pathanamthitta,1527,1004,1
01-Aug-20,Thiruvananthapuram,4751,1596,13
01-Aug-20,Thrissur,1533,1001,9
01-Aug-20,Wayanad,671,315,1
02-Aug-20,Alappuzha,1829,1102,5
02-Aug-20,Ernakulam,2052,1117,12
02-Aug-20,Idukki,860,497,2
02-Aug-20,Kannur,1406,998,8
02-Aug-20,Kasaragod,1909,1055,6
02-Aug-20,Kollam,1850,1260,6
02-Aug-20,Kottayam,1314,738,1
02-Aug-20,Kozhikode,1609,887,8
02-Aug-20,Malappuram,2326,1397,8
02-Aug-20,Palakkad,1796,1352,2
02-Aug-20,Pathanamthitta,1552,1004,1
